年,月,日,第一の命数,第二の命数,第三の命数
2018,6,25,21,22,26
2018,7,25,51,52,52
2018,8,25,22,24,21
2018,9,25,59,52,51
2018,10,25,29,29,25
2018,11,25,60,54,51
2018,12,25,30,23,25
2018,1,26,54,52,60
2018,2,26,22,28,21
2018,3,26,54,59,52
2018,4,26,21,21,26
2018,5,26,51,59,60
2018,6,26,22,21,21
2018,7,26,52,51,51
2018,8,26,29,21,25
2018,9,26,60,51,51
2018,10,26,30,30,25
2018,11,26,57,51,57
2018,12,26,27,22,27
2018,1,27,53,51,51
2018,2,27,29,25,25
2018,3,27,51,58,60
2018,4,27,22,22,21
2018,5,27,52,60,51
2018,6,27,29,28,25
2018,7,27,59,60,51
2018,8,27,30,22,25
2018,9,27,57,60,57
2018,10,27,27,27,28
2018,11,27,58,52,52
2018,12,27,28,21,26
2018,1,28,52,60,51
2018,2,28,30,26,25
2018,3,28,52,57,51
2018,4,28,29,29,25
2018,5,28,59,57,51
2018,6,28,30,27,25
2018,7,28,60,59,51
2018,8,28,27,29,27
2018,9,28,58,59,52
2018,10,28,28,28,26
2018,11,28,5,9,10
2018,12,28,35,40,34
2018,1,29,51,59,51
2018,3,29,59,56,51
2018,4,29,30,30,25
2018,5,29,60,58,51
2018,6,29,27,26,27
2018,7,29,57,58,57
2018,8,29,28,30,26
2018,9,29,5,8,10
2018,10,29,35,35,34
2018,11,29,6,10,5
2018,12,29,36,39,35
2018,1,30,60,58,57
2018,3,30,60,55,51
2018,4,30,27,27,28
2018,5,30,57,55,57
2018,6,30,28,25,26
2018,7,30,58,57,52
2018,8,30,35,37,34
2018,9,30,6,7,5
2018,10,30,36,36,35
2018,11,30,3,7,9
2018,12,30,33,38,35
2018,1,31,59,57,52
2018,3,31,57,54,57
2018,5,31,58,56,52
2018,7,31,5,6,10
2018,8,31,36,38,35
2018,10,31,33,33,35
2018,12,31,34,37,35
2019,1,1,31,36,31
2019,2,1,2,1,10
2019,3,1,38,40,35
2019,4,1,5,8,1
2019,5,1,35,31,31
2019,6,1,6,10,10
2019,7,1,36,39,36
2019,8,1,3,10,8
2019,9,1,34,32,39
2019,10,1,4,1,9
2019,11,1,31,37,33
2019,12,1,1,1,9
2019,1,2,32,35,36
2019,2,2,9,10,8
2019,3,2,35,37,31
2019,4,2,6,7,10
2019,5,2,36,32,36
2019,6,2,3,7,8
2019,7,2,33,38,34
2019,8,2,4,9,9
2019,9,2,31,39,33
2019,10,2,1,10,9
2019,11,2,32,38,33
2019,12,2,2,2,9
2019,1,3,39,34,34
2019,2,3,10,9,9
2019,3,3,36,38,36
2019,4,3,3,6,8
2019,5,3,33,39,34
2019,6,3,4,8,9
2019,7,3,34,37,39
2019,8,3,1,8,9
2019,9,3,32,40,33
2019,10,3,2,9,9
2019,11,3,49,45,45
2019,12,3,19,19,15
2019,1,4,40,33,39
2019,2,4,7,7,8
2019,3,4,33,35,34
2019,4,4,4,5,9
2019,5,4,34,40,39
2019,6,4,1,5,9
2019,7,4,31,36,33
2019,8,4,2,7,9
2019,9,4,49,47,45
2019,10,4,19,18,15
2019,11,4,50,46,44
2019,12,4,20,20,19
2019,1,5,37,32,33
2019,2,5,8,8,10
2019,3,5,40,40,33
2019,4,5,7,4,7
2019,5,5,31,37,33
2019,6,5,2,6,9
2019,7,5,32,35,33
2019,8,5,19,16,15
2019,9,5,50,48,44
2019,10,5,20,17,20
2019,11,5,47,43,42
2019,12,5,17,17,18
2019,1,6,39,31,34
2019,2,6,15,15,18
2019,3,6,37,33,37
2019,4,6,8,3,10
2019,5,6,38,38,34
2019,6,6,15,13,18
2019,7,6,49,44,45
2019,8,6,20,15,20
2019,9,6,47,45,42
2019,10,6,17,16,18
2019,11,6,48,44,43
2019,12,6,18,18,13
2019,1,7,48,50,42
2019,2,7,16,16,15
2019,3,7,38,34,34
2019,4,7,15,12,18
2019,5,7,45,45,42
2019,6,7,16,14,16
2019,7,7,46,43,46
2019,8,7,17,14,18
2019,9,7,48,46,43
2019,10,7,18,15,13
2019,11,7,45,41,43
2019,12,7,11,15,11
2019,1,8,47,49,46
2019,2,8,13,13,17
2019,3,8,45,41,42
2019,4,8,16,11,16
2019,5,8,46,46,45
2019,6,8,13,11,17
2019,7,8,43,42,41
2019,8,8,14,14,17
2019,9,8,41,43,41
2019,10,8,11,14,11
2019,11,8,42,42,44
2019,12,8,12,16,18
2019,1,9,46,48,41
2019,2,9,14,14,17
2019,3,9,46,42,46
2019,4,9,13,20,17
2019,5,9,43,43,41
2019,6,9,14,12,17
2019,7,9,44,41,41
2019,8,9,11,11,12
2019,9,9,42,44,44
2019,10,9,12,13,18
2019,11,9,49,49,42
2019,12,9,19,13,16
2019,1,10,45,47,41
2019,2,10,11,11,12
2019,3,10,43,49,41
2019,4,10,14,19,17
2019,5,10,44,44,41
2019,6,10,11,19,11
2019,7,10,41,50,41
2019,8,10,12,12,18
2019,9,10,49,41,42
2019,10,10,19,12,16
2019,11,10,50,50,49
2019,12,10,20,14,20
2019,1,11,44,46,41
2019,2,11,12,12,18
2019,3,11,44,50,41
2019,4,11,11,18,11
2019,5,11,41,41,42
2019,6,11,12,20,18
2019,7,11,42,49,44
2019,8,11,19,19,16
2019,9,11,50,42,50
2019,10,11,20,11,20
2019,11,11,47,47,41
2019,12,11,17,11,15
2019,1,12,43,45,44
2019,2,12,15,17,16
2019,3,12,41,47,41
2019,4,12,12,17,18
2019,5,12,42,42,44
2019,6,12,19,17,16
2019,7,12,49,48,42
2019,8,12,20,20,19
2019,9,12,47,49,41
2019,10,12,17,20,15
2019,11,12,48,48,41
2019,12,12,18,12,15
2019,1,13,42,44,42
2019,2,13,16,18,12
2019,3,13,42,48,44
2019,4,13,15,16,16
2019,5,13,49,49,42
2019,6,13,20,18,20
2019,7,13,50,47,50
2019,8,13,17,17,15
2019,9,13,48,50,41
2019,10,13,18,19,15
2019,11,13,55,55,56
2019,12,13,25,29,25
2019,1,14,41,43,46
2019,2,14,13,15,15
2019,3,14,45,45,42
2019,4,14,16,15,12
2019,5,14,46,42,46
2019,6,14,13,15,15
2019,7,14,47,46,41
2019,8,14,18,18,15
2019,9,14,55,57,55
2019,10,14,25,28,25
2019,11,14,56,56,52
2019,12,14,26,30,28
2019,1,15,50,42,41
2019,2,15,14,16,13
2019,3,15,46,46,45
2019,4,15,13,12,15
2019,5,15,43,49,41
2019,6,15,14,16,15
2019,7,15,44,45,41
2019,8,15,25,25,26
2019,9,15,56,58,52
2019,10,15,26,27,28
2019,11,15,53,53,60
2019,12,15,29,27,26
2019,1,16,45,49,49
2019,2,16,21,23,29
2019,3,16,43,43,41
2019,4,16,14,11,13
2019,5,16,44,50,49
2019,6,16,21,23,29
2019,7,16,51,54,53
2019,8,16,22,30,28
2019,9,16,59,55,60
2019,10,16,29,26,26
2019,11,16,60,60,56
2019,12,16,30,28,30
2019,1,17,54,58,53
2019,2,17,22,24,27
2019,3,17,44,43,49
2019,4,17,21,30,29
2019,5,17,51,57,53
2019,6,17,22,25,27
2019,7,17,52,51,52
2019,8,17,29,27,26
2019,9,17,60,56,56
2019,10,17,30,25,30
2019,11,17,57,57,59
2019,12,17,27,25,25
2019,1,18,53,57,51
2019,2,18,29,21,23
2019,3,18,51,52,53
2019,4,18,22,26,27
2019,5,18,52,58,51
2019,6,18,29,24,22
2019,7,18,59,60,58
2019,8,18,30,28,30
2019,9,18,57,53,59
2019,10,18,27,30,25
2019,11,18,58,58,57
2019,12,18,28,25,23
2019,1,19,53,54,53
2019,2,19,28,30,28
2019,3,19,52,51,51
2019,4,19,29,23,23
2019,5,19,59,55,53
2019,6,19,30,23,30
2019,7,19,60,59,56
2019,8,19,27,25,26
2019,9,19,58,53,57
2019,10,19,28,29,23
2019,11,19,55,55,53
2019,12,19,25,24,27
2019,1,20,54,53,56
2019,2,20,25,27,26
2019,3,20,59,60,53
2019,4,20,28,24,28
2019,5,20,60,56,56
2019,6,20,27,22,26
2019,7,20,57,52,52
2019,8,20,28,26,23
2019,9,20,55,52,53
2019,10,20,25,28,27
2019,11,20,56,56,51
2019,12,20,26,23,25
2019,1,21,51,52,52
2019,2,21,26,28,21
2019,3,21,58,59,52
2019,4,21,25,21,26
2019,5,21,55,59,52
2019,6,21,26,21,21
2019,7,21,58,51,51
2019,8,21,25,23,27
2019,9,21,56,51,51
2019,10,21,26,30,25
2019,11,21,53,53,57
2019,12,21,23,22,27
2019,1,22,52,51,51
2019,2,22,23,25,25
2019,3,22,55,58,52
2019,4,22,26,22,21
2019,5,22,56,60,51
2019,6,22,23,30,25
2019,7,22,53,60,51
2019,8,22,26,24,25
2019,9,22,53,60,57
2019,10,22,23,27,27
2019,11,22,54,54,53
2019,12,22,22,21,26
2019,1,23,59,60,51
2019,2,23,24,26,25
2019,3,23,56,57,51
2019,4,23,23,29,25
2019,5,23,53,57,51
2019,6,23,24,29,25
2019,7,23,54,59,51
2019,8,23,21,29,27
2019,9,23,52,59,52
2019,10,23,22,28,26
2019,11,23,9,9,10
2019,12,23,39,40,36
2019,1,24,60,59,51
2019,2,24,21,23,27
2019,3,24,53,56,51
2019,4,24,24,30,25
2019,5,24,54,58,51
2019,6,24,21,28,27
2019,7,24,51,58,57
2019,8,24,22,30,26
2019,9,24,9,8,10
2019,10,24,39,35,36
2019,11,24,10,10,5
2019,12,24,40,39,35
2019,1,25,57,58,57
2019,2,25,22,24,26
2019,3,25,54,55,51
2019,4,25,21,27,27
2019,5,25,51,55,57
2019,6,25,22,27,26
2019,7,25,52,57,52
2019,8,25,39,37,36
2019,9,25,10,7,5
2019,10,25,40,36,35
2019,11,25,7,7,9
2019,12,25,37,38,35
2019,1,26,58,57,52
2019,2,26,39,31,34
2019,3,26,51,54,57
2019,4,26,22,28,26
2019,5,26,52,56,52
2019,6,26,39,36,36
2019,7,26,9,6,10
2019,8,26,40,38,35
2019,9,26,7,6,9
2019,10,26,37,33,35
2019,11,26,8,8,9
2019,12,26,36,37,35
2019,1,27,5,6,10
2019,2,27,40,32,35
2019,3,27,52,53,52
2019,4,27,39,35,34
2019,5,27,9,3,10
2019,6,27,40,33,35
2019,7,27,10,5,5
2019,8,27,37,35,35
2019,9,27,8,5,9
2019,10,27,38,34,35
2019,11,27,5,5,1
2019,12,27,35,36,31
2019,1,28,6,5,5
2019,2,28,37,39,35
2019,3,28,9,2,10
2019,4,28,40,36,35
2019,5,28,10,4,5
2019,6,28,37,32,35
2019,7,28,7,4,9
2019,8,28,38,36,35
2019,9,28,5,4,1
2019,10,28,35,31,31
2019,11,28,6,6,10
2019,12,28,36,35,36
2019,1,29,3,4,9
2019,3,29,10,1,5
2019,4,29,37,33,35
2019,5,29,7,1,9
2019,6,29,38,31,35
2019,7,29,8,3,9
2019,8,29,35,33,31
2019,9,29,6,3,10
2019,10,29,36,32,36
2019,11,29,3,3,8
2019,12,29,33,34,34
2019,1,30,4,3,9
2019,3,30,7,10,9
2019,4,30,38,34,35
2019,5,30,8,2,9
2019,6,30,35,40,31
2019,7,30,5,2,1
2019,8,30,36,34,36
2019,9,30,3,2,8
2019,10,30,33,39,34
2019,11,30,4,4,9
2019,12,30,34,33,39
2019,1,31,1,2,1
2019,3,31,8,9,9
2019,5,31,5,9,1
2019,7,31,6,1,10
2019,8,31,33,31,34
2019,10,31,34,40,39
2019,12,31,31,32,33
